pid,stack_id,total,count,histogram,stacktrace
811989,12643,437647346184,679,"≤UpperBound (ns)         | Human              |     Count | Percentage | ##################################################
------------------------+--------------------+-----------+-----------+--------------------------------------------------
<=1073741823             | 1.073741823s       |       679 |   100.00% | ##################################################
Total time (ns): 437647346184 (437.647346184s) across 679 events
","57aa0 - parking_lot::raw_mutex::RawMutex::lock_slow
50180 - std::sys::backtrace::__rust_begin_short_backtrace
0 - absolute address not found in virtual memory map of process"
